,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,cluster
450,Network security engineer,Network architectureVirtualizationManagementWirelessVoIP3G,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
451,Automotive Cyber Security Engineer,javaCybersecurityAgile MethodologiesHTMLSQL NoNode.js,"['• Carrying out risk and threats analysis in close cooperation with Expleo的s domain and security experts ', '   for our customers.', '• Review of demand design solutions with regard to security requirements.', '• Support and advice for our customers in the secure implementation of security concepts.', '• Development and application of tests and vulnerability analyses to prove the correct implementation of ', '   the security requirements.']",• Carrying out risk and threats analysis in close cooperation with Expleo的s domain and security experts ,   for our customers.,• Review of demand design solutions with regard to security requirements.,• Support and advice for our customers in the secure implementation of security concepts.,• Development and application of tests and vulnerability analyses to prove the correct implementation of ,   the security requirements.,unknown,unknown,unknown,unknown,0.0
452,Network Security Engineer,firepowerBluecoat ProxiesPalo Alto NetworksTCP/IPVPNOSPF,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
453,Senior Security Administrator,Active DirectoryVoIPManagementRoutingProject managementTelecommunications,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
454,Network Security Internal,Palo Alto NetworksNetwork DesignRoutingTroubleshootingLAN-WANMicrosoft Office,"['End of studies internship, had the responsibility of completing a project containing the following main functions:', '- Fully functional and modular python flask web interface', '- Management of network nodes', '- Automation of Cisco API for mass configuration of enterprise-scale networks']","End of studies internship, had the responsibility of completing a project containing the following main functions:",- Fully functional and modular python flask web interface,- Management of network nodes,- Automation of Cisco API for mass configuration of enterprise-scale networks,unknown,unknown,unknown,unknown,unknown,unknown,0.0
455,IT Manager,SQLFortinetFirewallsAndroidJavaScriptMicrosoft Exchange,"['- LAN and WLAN integration (D-Link, Huawei, TP-Link)', '- Analog/IP CCTV technologies (Hikvision, Dahua,D-kink...)', '- Alarm systems and anti-intrusion (Focus)', '- Time expectation management system (ZKteco)', '- Structured cabling (Copper, Optical Fiber)', '- Wireless interconnection (D-link, TP-Link)', '- PBX (D-link)', '- Access Control (ZKteco)']","- LAN and WLAN integration (D-Link, Huawei, TP-Link)","- Analog/IP CCTV technologies (Hikvision, Dahua,D-kink...)",- Alarm systems and anti-intrusion (Focus),- Time expectation management system (ZKteco),"- Structured cabling (Copper, Optical Fiber)","- Wireless interconnection (D-link, TP-Link)",- PBX (D-link),- Access Control (ZKteco),unknown,unknown,0.0
456,Junior Network and Security Engineer,Intrusion testVulnerability assessmentFirewallsInformation securityEngineeringTeam spirit,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
457,Vulnerability Management Analyst,Penetration TestingSplunkCloud SecurityComputer securityNetwork securityAccess control,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
458,Network and Security Engineer,FirewallsVMwareTCP/IPPalo Alto NetworksCisco TechnologiesVirtualization,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
459,Senior Network Security Consultant,Cisco TechnologiesSwitchRouting ProtocolsCCNARoutingCisco IOS,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
460,Network Security Engineer,Network engineeringFirewallsTelecommunicationsNetwork architectureIntegrationComputer security,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
461,Cyber Security Engineer,LinuxjavaService-Oriented Architecture (SOA)TelecommunicationsObject-oriented programming (POO)Spring Boot,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
462,Security and Network Engineer,FrenchPacket TracerKali LinuxSecurity of web applicationsFirewall of web applicationsCybersecurity,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
463,Information System Security Engineer,Oracle DatabaseJavaMySQLHTMLPL/SQLOfbiz,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
464,CRM Operations Engineer,Incident InvestigationIncident HandlingEvent ManagementWeb Services APIOracle DatabaseAutomation,"['#Mobile Sales Application (MSA) Engineer', '', '#CRM, Integrated Business Solution Back Office engineer ', '', '', '@Zain KSA Project']",#Mobile Sales Application (MSA) Engineer,unknown,"#CRM, Integrated Business Solution Back Office engineer ",unknown,unknown,@Zain KSA Project,unknown,unknown,unknown,unknown,0.0
465,Technichal engineering solutions,Customer SatisfactionCustomer SupportTeam SpiritInternet Protocol Suite (TCP/IP)Firewallshuawei,"['Team collaboration and customer center.', 'Using problem-solving and communication skills to ensure customer satisfaction.', 'Handling customer claims and efficiently solving them (IP networks related)']",Team collaboration and customer center.,Using problem-solving and communication skills to ensure customer satisfaction.,Handling customer claims and efficiently solving them (IP networks related),unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
466,CTI Analyst,Python (programming language)PsychologyScrapy FrameworkData gratingExtraction of web contentCyber Threat Intelligence (CTI),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
467,Pre-sals Engineer,MySQLSQLJavaSymantec Endpoint ProtectionProxys Bluecoatunknown,"['- Qualification of customer need', ""- Placing POCs (Security & Network) to show the relevance of ARROW's solutions adapted to the needs of each Partner/client."", '- Support to the commercial teams (BDM, Inside Sales) of ARROW in the development and construction of offers', '- Marketing support to be built at technical level', '- Active participation in the establishment of ARROW seminars or other marketing events to promote the commercial and technical added value of ARROW ', '- Maintenance of the manufacturer/ARROW relationship on the technical side', '- Support for the creation of product sheets, ARROW marketing documents, in collaboration with Brand Manager', '- Communication and development of a relationship with the technical teams of our customer partners and manufacturers/publishers', '- Maintenance of the required level of certification according to the strategic axes produced by ARROW', '- Technology Watch', '- Animation of the ARROW customer network by participating/organising technical actions in pairs with our commercial teams.']",- Qualification of customer need,- Placing POCs (Security & Network) to show the relevance of ARROW's solutions adapted to the needs of each Partner/client.,"- Support to the commercial teams (BDM, Inside Sales) of ARROW in the development and construction of offers",- Marketing support to be built at technical level,- Active participation in the establishment of ARROW seminars or other marketing events to promote the commercial and technical added value of ARROW ,- Maintenance of the manufacturer/ARROW relationship on the technical side,"- Support for the creation of product sheets, ARROW marketing documents, in collaboration with Brand Manager",- Communication and development of a relationship with the technical teams of our customer partners and manufacturers/publishers,- Maintenance of the required level of certification according to the strategic axes produced by ARROW,- Technology Watch,0.0
468,Network and Technical Support Engineer,SIP TrunkingVPN MPLSBridge/NATnetwork nodes configurationDigital Subscriber Line Access Multiplexer (DSLAM)Stress Management,['Skills: SIP Trunking · MPLS VPN · Bridge/NAT · networks nodes configuration · Digital Subscriber Line Access Multiplexer (DSLAM) · Stress Management · Communication · Routing Protocols'],Skills: SIP Trunking · MPLS VPN · Bridge/NAT · networks nodes configuration · Digital Subscriber Line Access Multiplexer (DSLAM) · Stress Management · Communication · Routing Protocols,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
469,Network architect ,Cisco TechnologiesNetwork SecurityNetworkingVirtualizationCloud ComputingTCP/IP,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
470,DevSecOps Engineer,Computer securityJavaSoftware developmentEvent and security information managementJava Enterprise EditionSecurity Information and Event Management (SIEM),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
471,Security Network Consultant N3,Network securityCloud securityNetwork administrationSecurityFirewallsTCP/IP,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
472,Security Delivery Senior Analyst,Network SecurityCisco IOSPalo Alto NetworksFirewallsSystems AdministratorResearch,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
473,Senior DevOps Engineer,Amazon Web Services (AWS)AnsibleC (Programming Language)SQLpythonGit,['Skills: SQL · python · Git · Databases · Java · Linux · Software Development · Docker Products · Elasticsearch · DevOps · Terraform · Jenkins · Kubernetes · Azure Kubernetes Service (AKS) · Identity & Access Management (IAM) · IT Cost Optimization · JIRA administration · Financial Operations · Secure SDLC · Team Coordination · Team Leadership · security in depth · GitOps · Secure Communications · Process Optimization · Service Mesh · Cloud Computing · Performance Tuning · Scalability · High Availability (HA) · Testing Automation · Project Management · IaC · Application Security · Agile Methods · Continuous Integration · Object-Oriented Programming (OP) · Automation · Orchestration · Microservices · Containerization'],Skills: SQL · python · Git · Databases · Java · Linux · Software Development · Docker Products · Elasticsearch · DevOps · Terraform · Jenkins · Kubernetes · Azure Kubernetes Service (AKS) · Identity & Access Management (IAM) · IT Cost Optimization · JIRA administration · Financial Operations · Secure SDLC · Team Coordination · Team Leadership · security in depth · GitOps · Secure Communications · Process Optimization · Service Mesh · Cloud Computing · Performance Tuning · Scalability · High Availability (HA) · Testing Automation · Project Management · IaC · Application Security · Agile Methods · Continuous Integration · Object-Oriented Programming (OP) · Automation · Orchestration · Microservices · Containerization,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
474,Network Security Engineer,LinuxNetworkingCisco TechnologiesOpen Shortest Path First (OSPF)Network securityWAN,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
475,N2 Security Support Engineer ,JavaMatlabLinuxNetwork SecurityIT AuditDatabase Administration,"['Within the executive B2B division, SFR needs in-depth expertise on several manufacturers.', '', 'With the TSC (Technical Support Center) my main missions consist in:', '', ' - Ensure the qualification and diagnosis of incidents related to service platforms (remote or on customer site)', '', ' - Provide reactive support services on customer infrastructure under maintenance contract', '', '- Resolving incidents while respecting SLAs', '', '- Development of models in the context of incident management', '', '- Intervention with customers with on-site assistance', '', '- Participation in the standby service', '', 'Security expertise: Checkpoint, Fortinet, F5.']","Within the executive B2B division, SFR needs in-depth expertise on several manufacturers.",unknown,With the TSC (Technical Support Center) my main missions consist in:,unknown, - Ensure the qualification and diagnosis of incidents related to service platforms (remote or on customer site),unknown, - Provide reactive support services on customer infrastructure under maintenance contract,unknown,- Resolving incidents while respecting SLAs,unknown,0.0
476,Network and Security Consultant ,Network SecurityInformation SecurityWeb Application SecurityNetwork AdministrationCloud ComputingVirtualization,"['• Network and Firewall Administration: FortiGate; ', '• Email server security via anti-spam solutions: MailInBlack; ', '• Vulnerability analysis and detection: Tenable SC, Nessus, FortiAnayzer; ', '• Management and assurance of the high availability of services via Backup and Replication solutions;', '• Virtualization: VMware, Hyper-V; ', '• Continuous and periodic audit of solutions; ', '• Team meeting and organization of projects; ', '• Preparation of revenue sheets and investigation.']",• Network and Firewall Administration: FortiGate; ,• Email server security via anti-spam solutions: MailInBlack; ,"• Vulnerability analysis and detection: Tenable SC, Nessus, FortiAnayzer; ",• Management and assurance of the high availability of services via Backup and Replication solutions;,"• Virtualization: VMware, Hyper-V; ",• Continuous and periodic audit of solutions; ,• Team meeting and organization of projects; ,• Preparation of revenue sheets and investigation.,unknown,unknown,0.0
477,Network and Security Consultant,NetworkingSystem AdministrationNetwork DesignTelecommunicationsRoutingTCP/IP,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
478,Information System Security Engineer,Network securityFortinetISO 27005Ethical HackingIncident ManagementPenetration Testing,"['-Operation of technical platforms of information security', '-Maintenance and evolution of technical platforms for information security', '-Monitoring and response to alerts related to information security', '-Monitoring compliance with standards and good security practices', '-Operation and maintenance of infrastructures and security components: AV, IDS / IPS, proxies, WAF, etc.', '-Tuning and monitoring of security alerts', '- Technical audit:', '-Vulnerability scans', '-Intrusion tests', '-Source audit code', '-Vulnerability management and hardening of systems', '-Management of information security incidents', '-Implement controls, processes and tools to comply with information security policies and best practices', '-Contribution in business projects, particularly on the security side', '-Continued improvement of IS security', '-Permanent technology watch']",-Operation of technical platforms of information security,-Maintenance and evolution of technical platforms for information security,-Monitoring and response to alerts related to information security,-Monitoring compliance with standards and good security practices,"-Operation and maintenance of infrastructures and security components: AV, IDS / IPS, proxies, WAF, etc.",-Tuning and monitoring of security alerts,- Technical audit:,-Vulnerability scans,-Intrusion tests,-Source audit code,0.0
479,Azure Engineer,Cloud ComputingCloud ApplicationsEnterprise MobilityNetworkingMicrosoft AzureSystem administration,['Skills: Microsoft Azure'],Skills: Microsoft Azure,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
480,Assistant Manager,Web Application SecuritySQLProject ManagementSystem AdministrationInformation SecurityISO 27001,"['Cyber security compliance ', 'Cyber security assessment', 'ISMS implementation', 'Risk management', 'Technology Risk', 'Business continuity management', 'Audit']",Cyber security compliance ,Cyber security assessment,ISMS implementation,Risk management,Technology Risk,Business continuity management,Audit,unknown,unknown,unknown,0.0
481,Provider: Senior Cybersecurity Consultant ,Intrusion testIT auditCybersecurityunknownunknownunknown,"['Validated missions of:', 'Audit /Pentesting / Cybersecurity Operation / Vulnerabilities Assessment/ SOC']",Validated missions of:,Audit /Pentesting / Cybersecurity Operation / Vulnerabilities Assessment/ SOC,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
482,IAM System Operations Engineer,JavaSQLC (Programming Language)Internet Protocol Suite (TCP/IP)Web DevelopmentNetwork Security,"['- Ensuring the trouble-free operation of all systems and services in IAM', '- Planning, integration, administration and maintenance of systems in Identity & Access Management.', '- Administration and monitoring of the entire system landscape', '- Development of technical specifications and operation cookbooks', '- Reporting bugs and cooperation with the IAM development team', '- Work as 2nd level support (fixing technical problems) of individual systems /cross-system components of the system landscape and Escalate to 3rd level support', '', 'Technologies:', '+ IAM : One Identity Manager, Azure Active Directory, RBAC model, IGA, PAM', '+ Monitoring: One Identity Manager tools ( Job Queue, Object Browser, Designer, Manager.. )', '+ Scripting: PL/SQL', '+ Project management: Heat, Jira']",- Ensuring the trouble-free operation of all systems and services in IAM,"- Planning, integration, administration and maintenance of systems in Identity & Access Management.",- Administration and monitoring of the entire system landscape,- Development of technical specifications and operation cookbooks,- Reporting bugs and cooperation with the IAM development team,- Work as 2nd level support (fixing technical problems) of individual systems /cross-system components of the system landscape and Escalate to 3rd level support,unknown,Technologies:,"+ IAM : One Identity Manager, Azure Active Directory, RBAC model, IGA, PAM","+ Monitoring: One Identity Manager tools ( Job Queue, Object Browser, Designer, Manager.. )",0.0
483,Engineer Intern,Feeling AnalysisNatural Language Processing (NLP)Web ScrapingMachine LearningDeep LearningNetwork Administration,['Portal of Books Rating : Implementing a web application that manage to analyze user reviews and classify the book according to its rating.'],Portal of Books Rating : Implementing a web application that manage to analyze user reviews and classify the book according to its rating.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
484,IT support engineer for the BINITNS project - CAFPI ,AngularFramework IonicFortinetTechnical SupportNetwork administrationActive Directory,"['Join a computer to the domain', 'Troubleshooting PCs, Laptops', 'Installation of all software and operating systems', 'Mapping the scan doc from a network printer.', 'Troubleshoot problems in Microsoft Outlook', 'Installation and configuration of the VPN client', 'Administration of the Office 365 System and Active Directory', 'Diagnosis of desktop, application, networking and infrastructure issues.', ' Troubleshoots Microsoft outlook check size, repair, and change and remove profile ', 'Troubleshoots and solves problems associated with network', 'First point of call for all IT issues', 'Release of internal applications (SharePoint)', 'use of the ticket system and problem solving (Matrix 42)', 'Knowledge DHCP (Dynamic Host Configuration Protocol) and DNS (Domain Name System).']",Join a computer to the domain,"Troubleshooting PCs, Laptops",Installation of all software and operating systems,Mapping the scan doc from a network printer.,Troubleshoot problems in Microsoft Outlook,Installation and configuration of the VPN client,Administration of the Office 365 System and Active Directory,"Diagnosis of desktop, application, networking and infrastructure issues."," Troubleshoots Microsoft outlook check size, repair, and change and remove profile ",Troubleshoots and solves problems associated with network,0.0
485,Cyber Security Engineer,LinuxNetwork securityNetwork administrationTCP/IPC++Telecommunications,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
486,Cyber Security Consultant - SAP-GRC,TelecommunicationsNetwork administrationNetwork securityVirtualizationCloud ComputingCisco Technologies,"['- Administration of Kaspesky Antivirus', '- Provide SSI awareness sessions', '- Perform monthly and weekly backups by Cobian Cobit tool ', '- Perform restorations by Veeam Backup', '- Vulnerability management with Qualys', '- Access management and user request resolution', '- Participate in internal audits and certification 27001', '', '* SAP-RCMP Administrator (Authority, Security, Risk Management and Compliance):', '  - Prepare and inject the role catalogues ( Business Process, Approver, Master Role...)', '  - Train approvers in the use of SAP-GRC Access Control', '  - Create the approving and requesting accounts', '  - Understanding of risks and patterns of fraud', '  - Identification of SoD Matrix Risks: SoD Analysis and Risk Remediation']",- Administration of Kaspesky Antivirus,- Provide SSI awareness sessions,- Perform monthly and weekly backups by Cobian Cobit tool ,- Perform restorations by Veeam Backup,- Vulnerability management with Qualys,- Access management and user request resolution,- Participate in internal audits and certification 27001,unknown,"* SAP-RCMP Administrator (Authority, Security, Risk Management and Compliance):","  - Prepare and inject the role catalogues ( Business Process, Approver, Master Role...)",0.0
487,Quality Assurance Automation Engineer,Professional responsibilityNetwork securityTelecommunicationsVPNWeb ProgrammingNetwork architecture,['Skills: C#'],Skills: C#,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
488,Network and Security Engineer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
489,Manager Network Engineering,Data CenterMPLSNetwork DesignTroubleshootingNetwork AdministrationOSPF,"['• Act as a strong advisory resource forFactSet-s clients, sellers and internal leaders.', '• Project management business and network team initiatives', '• Configure network systems, some of which include Cisco, Arista, F5 and Juniper routers, switches and load scales.', '• Serve as an escalation point for network down emergencies and layer 1-7 network troubleshooting', '• Research, design and implementation new connections to market data providers and other 3rd parts', '• Streamline existing and new processes through the use of templates, automation and workflow systems', '• Maintain and improve team and network systems stability + Represent the team to management, internal and external clients', '• Review and coordinate change-controls with an emphasis on risk reduction', '• Foster trust & reputation of the team with internal and external clients by over-delivering', '• Currency & follow through on team goals that grow the team & further FactSet initiatives']","• Act as a strong advisory resource forFactSet-s clients, sellers and internal leaders.",• Project management business and network team initiatives,"• Configure network systems, some of which include Cisco, Arista, F5 and Juniper routers, switches and load scales.",• Serve as an escalation point for network down emergencies and layer 1-7 network troubleshooting,"• Research, design and implementation new connections to market data providers and other 3rd parts","• Streamline existing and new processes through the use of templates, automation and workflow systems","• Maintain and improve team and network systems stability + Represent the team to management, internal and external clients",• Review and coordinate change-controls with an emphasis on risk reduction,• Foster trust & reputation of the team with internal and external clients by over-delivering,• Currency & follow through on team goals that grow the team & further FactSet initiatives,0.0
490,Full Stack Developer,.NET frameworkReact.jsNode.jsUnitySecurity CouncilEnglish,['Skills:.NET framework · AngularJS'],Skills:.NET framework · AngularJS,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4.0
491,Guidewire Technical Consultant ,Machine learningPython (programming language)Deep learningProject managementMicrosoft OfficeOrganization Skills,['Skills: Specialist Certifications on DHIC - BC/PC/CC - SAP BODS - IBM Cognos Analytics - SQL Server/Oracle databases - ETL - Data Modeling...'],Skills: Specialist Certifications on DHIC - BC/PC/CC - SAP BODS - IBM Cognos Analytics - SQL Server/Oracle databases - ETL - Data Modeling...,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
492,Security and network engineer,Network administrationLinux System AdministrationTelecommunications infrastructureJavaPythonJavaScript,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
493,Identity and Access Management Analyst,Microsoft OfficeJavaC++ResearchTalking in publicHTML,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
494,System Engineer,System administrationManagement of information technology servicesNetwork administrationServer administrationFirewallsAssistance services,"['+ System:', 'Servers & worksstations management (Windows Server 2012R2/2016/2019, Windowa 10).', 'Endpoint management (SCCM / Intune / VMware WorkspaceOne)', 'Virtualization (Vcenter - ESXi 6.7)', 'SQL server', 'Office 365', 'Reporting: SSRS - Power BI', 'Capacity management : DC Scope', 'Monitoring: Logic Monitor', '', '+ Security:', 'Patch Management (WSUS / SCCM / Intune)', 'Endpoint protection (Crowd Strike)', 'Security data & analytics (Rapid7)', '', '+ Technical support :', 'Manage interventions on a ticket management system (Isilog).', 'Users Support.']",+ System:,"Servers & worksstations management (Windows Server 2012R2/2016/2019, Windowa 10).",Endpoint management (SCCM / Intune / VMware WorkspaceOne),Virtualization (Vcenter - ESXi 6.7),SQL server,Office 365,Reporting: SSRS - Power BI,Capacity management : DC Scope,Monitoring: Logic Monitor,unknown,0.0
495,Network and Security Engineer,TelecommunicationsLinuxNetworkingSecurityRoutingCCNP,['Skills: LAN-WAN · Customer Satisfaction · Troubleshooting · Information Technology · Payment Card Industry Data Security Standard (PCI DSS) · Routers · Data Centers · Information Security · Organization Skills · IP Networking · Fiber to the x (FTTx) · Local Area Network (LAN)'],Skills: LAN-WAN · Customer Satisfaction · Troubleshooting · Information Technology · Payment Card Industry Data Security Standard (PCI DSS) · Routers · Data Centers · Information Security · Organization Skills · IP Networking · Fiber to the x (FTTx) · Local Area Network (LAN),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
496,SOC Analyst,Network AdministrationInformation SecurityInformation Security ManagementSystem AdministrationNetwork SecurityDatabase Administration,"['▪ Handle security incidents', '▪ Investigating and supporting SOC customers', '▪ Analyze phishing emails and/or malicious attachments', '▪ Management system and application vulnerabilities', '▪ Analyze and monitor threats', '▪ Capitalize on IOCs', '▪ Maintaining tools in operational condition']",▪ Handle security incidents,▪ Investigating and supporting SOC customers,▪ Analyze phishing emails and/or malicious attachments,▪ Management system and application vulnerabilities,▪ Analyze and monitor threats,▪ Capitalize on IOCs,▪ Maintaining tools in operational condition,unknown,unknown,unknown,0.0
497,Security Engineer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
498,"General coordinator of statistical strategies, planning and programming",Microsoft ServersLinux System AdministrationRed Hat Enterprise Linux (RHEL)Android StudioSymfony FrameworkAngular,"['Competencies: Microsoft Servers · Linux System Administration · Red Hat Enterprise Linux (RHEL) · Android Studio · Framework Symfony · Angular · Big data · Content Management Systems (CMS) · Drupal · Joomla! · WordPress · Database Management System (DBMS) · Oracle SQL Developer · Microsoft SQL Server · NoSQL · MongoDB · Data Warehouse · SAP BI · SAP BW · Microsoft Reporting Service · Talend · SAP Products · Customer Relationship Management (CRM) · Microsoft Dynamics 365 · REST API · SOAP · Service-oriented architecture (SOA) · SharePoint Designer · Cisco Certification · Data Science, Current, Public Policies, Public Administration, Quality management system · Machine Learning']","Competencies: Microsoft Servers · Linux System Administration · Red Hat Enterprise Linux (RHEL) · Android Studio · Framework Symfony · Angular · Big data · Content Management Systems (CMS) · Drupal · Joomla! · WordPress · Database Management System (DBMS) · Oracle SQL Developer · Microsoft SQL Server · NoSQL · MongoDB · Data Warehouse · SAP BI · SAP BW · Microsoft Reporting Service · Talend · SAP Products · Customer Relationship Management (CRM) · Microsoft Dynamics 365 · REST API · SOAP · Service-oriented architecture (SOA) · SharePoint Designer · Cisco Certification · Data Science, Current, Public Policies, Public Administration, Quality management system · Machine Learning",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
499,Mobile Developer,Android StudioKotlinJavaSpring BootNode.jsAngularJS,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
500,Unreal Engine Game Developer,Unreal Engine 4UnityCoachingTeamworkTeam LeadershipPublic Speaking,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
501,Freelance,Node.jsReact.jsJavaScriptEngineeringProject managementEnglish,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
502,Founder & CEO,Redux.jsPSPOPSMPMPScrumAgile Project Management,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
503,Full Stack Engineer,ScrumJavaLinux System AdministrationCSSMySQLAJAX,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4.0
504,Manager,C#ASP.NETASP.NET MVCWCFT-SQLOracle,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
505,Decision Intelligence Consultant,JavaFXPHPRMicrosoft Power BITalendSAP ERP,['Competencies: SAP ERP · SAP BW · SAP Fiori · CRM Microsoft Dynamics · Python (programming language) · Deep learning · machine learning · Big Data analytics · click · Tableau · SQL Server Reporting Services (SSRS) · SQL Server Integration Services (SSIS) · SQL Server Analysis Services (SSAS) · Microsoft SQL Server · Tools for eTL · R · Microsoft Power BI · Talend · PHP · Java'],Competencies: SAP ERP · SAP BW · SAP Fiori · CRM Microsoft Dynamics · Python (programming language) · Deep learning · machine learning · Big Data analytics · click · Tableau · SQL Server Reporting Services (SSRS) · SQL Server Integration Services (SSIS) · SQL Server Analysis Services (SSAS) · Microsoft SQL Server · Tools for eTL · R · Microsoft Power BI · Talend · PHP · Java,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
506,Technical QA Engineer,PL/SQLJavaScriptJavaBig dataDatabase administrationWeb services,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
507,Software Engineer,AngularPython (programming language)Automatic learningAutomatic processing of natural languageangular 10Node.js,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
508,Software Development Engineer,Spring BootAngularNative reactionWeb developmentNode.jsMongoDB,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
509,DevOps Engineer,JavaJEECloud ComputingBig Data AnalysisInternet of ThingsMobile Programming,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
