,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
572,FullStack Devlopper ,AngularJSSASSSQLC++HTMLAndroid Development,['Skills: AngularJS · SASS · HTML · Arduino · Node.js ·.NET Framework · Android · Firebase · Express.js · Flutter'],Skills: AngularJS · SASS · HTML · Arduino · Node.js ·.NET Framework · Android · Firebase · Express.js · Flutter,,,,,,,,,
573,LES Technical Consultant ,PrototypeLaravelPHPJavaAndroidPython,['unknown'],unknown,,,,,,,,,
574,PFE Stage Developer Full Stack ,Java SEAngularPL/SQLangularFramework SpringAndroid,"['Development of a web platform for equipment monitoring for the introduction of AI in energy consumption management', 'java/jee, Spring Boot, Hibernate, Spring DATA JPA, Angular PostgreSQL...']",Development of a web platform for equipment monitoring for the introduction of AI in energy consumption management,"java/jee, Spring Boot, Hibernate, Spring DATA JPA, Angular PostgreSQL...",,,,,,,,
575,Trainee,EngineersWeb developmentInformation technologyJavaScriptPython (programming language)Java,['unknown'],unknown,,,,,,,,,
576,Lead Software Development Engineer,WordPressJavaScriptReact.jsDesignAnalytical SkillsSQL,['unknown'],unknown,,,,,,,,,
577,Senior Developer Engineer Odoo,ERPJavaWordPressSQLJava Enterprise EditionProject Management,['unknown'],unknown,,,,,,,,,
578,Product Manager,Mechanical engineeringMaintenanceDesignSupply chain managementLean ManufacturingLean Six Sigma,['unknown'],unknown,,,,,,,,,
579,Mechanical design engineer,3D PrintingFinish Element Analysis (FEA)Visual Basic for Applications (VBA)Cost AccountingComputer-Helped Design (CAD)Lean Six Sigma,"['- Study, Design and Development of Industrial Machinery', '- Preparation of technical documents', '- Estimation of costs', '- 3D printing', '- Development and implementation of SW VBA macros']","- Study, Design and Development of Industrial Machinery",- Preparation of technical documents,- Estimation of costs,- 3D printing,- Development and implementation of SW VBA macros,,,,,
580,Business Analyst,OdooPythonOpen Source SoftwareERPWeb ProgrammingXML,['unknown'],unknown,,,,,,,,,
581,Capillary Transmission Engineer,VPNCisco TechnologiesVoIPTelecommunicationsTCP/IPIP,"['- Ensure the design, monitoring and dimensioning of the collection network converge.', '- The guarantor of the implementation of the overall architecture of the capillary transmission network for the medium and long term.', '- Participate in the development of the global transmission architecture and the implementation of master plans and strategies,', '- Plan the design, dimensioning and evolution of the Convergent Fixed Mobile and Business (HLD/LLD) transmission network according to the group recommendations', '- Develop a dashboard to track load evolution', '- Develop technical specifications, project planning and estimate qualification factors', '- To set up traffic projections in order to anticipate the necessary actions on the collection and access network to improve the QoS of the capillary transmission network']","- Ensure the design, monitoring and dimensioning of the collection network converge.",- The guarantor of the implementation of the overall architecture of the capillary transmission network for the medium and long term.,"- Participate in the development of the global transmission architecture and the implementation of master plans and strategies,","- Plan the design, dimensioning and evolution of the Convergent Fixed Mobile and Business (HLD/LLD) transmission network according to the group recommendations",- Develop a dashboard to track load evolution,"- Develop technical specifications, project planning and estimate qualification factors",- To set up traffic projections in order to anticipate the necessary actions on the collection and access network to improve the QoS of the capillary transmission network,,,
582,Project Engineer/Project Engineer,Microsoft OfficeResearchAutomationCNC ProgrammingManagementMicrosoft Excel,['unknown'],unknown,,,,,,,,,
583,Method Engineer,Design OfficeComputer-assisted design (CAO)SOLIDWORKSCATIAMastercamComputer Digital Control (CNC),['unknown'],unknown,,,,,,,,,
584,Junior Software Development Engineer,TeamworkInformation technologyContinuous improvementProgrammingInterpersonal skillsunknown,['unknown'],unknown,,,,,,,,,
585,Technical Manager,JavaScriptMySQLPHPJavaHTMLXML,['unknown'],unknown,,,,,,,,,
586,DevOps Tech Lead,VirtualizationManagement services ITSystems AdministratorCloud ComputingFirewallsCustomer Relationship Management (CRM),['unknown'],unknown,,,,,,,,,
587,Industrial engineer,Air conditioningEnvironmental awarenessRenewable energyEngineeringHeating Ventilation Air conditioningEnglish,['Skills : English'],Skills : English,,,,,,,,,
588,Chargé d'affaires ,MATLABEngineeringEnglishMicrosoft ExcelIndustrial AutomationAutoCAD,"['-Etude, planning and management of MT and BT electrification works (air and underground) of subdivisions, public lighting networks (Use of software: MSProject, AutoCad and DIALUX). ', '- Follow-up of on-site work in collaboration with the execution team. ', '-Marketing and preparation of offers and quotations for new project. ', '-Study, definition and validation of technical solutions to ensure compliance with the CPS of the project. ', '-Preparation of the situation of the projects: attachments and counts.']","-Etude, planning and management of MT and BT electrification works (air and underground) of subdivisions, public lighting networks (Use of software: MSProject, AutoCad and DIALUX). ",- Follow-up of on-site work in collaboration with the execution team. ,-Marketing and preparation of offers and quotations for new project. ,"-Study, definition and validation of technical solutions to ensure compliance with the CPS of the project. ",-Preparation of the situation of the projects: attachments and counts.,,,,,
589,Senior software engineer,MySQLProject ManagementProgram ManagementChange ManagementITILBusiness Analysis,['unknown'],unknown,,,,,,,,,
590,Internship in engineering,unknownunknownunknownunknownunknownunknown,"['My 6-month end-of-study project consists of optimising the implementation of the', 'networks of MLP-type neurons on a FPGA card and exploiting them in the classification', 'breast cancer and treatment of the EEG signal', '']",My 6-month end-of-study project consists of optimising the implementation of the,networks of MLP-type neurons on a FPGA card and exploiting them in the classification,breast cancer and treatment of the EEG signal,,,,,,,
591,Director of TEK-UP,ManagementMicrosoft OfficeLeadershipMicrosoft ExcelCustomer serviceProject management,"['Director of the Ecole Supérieure Privée des technologies et d\'Ingénierie ""TEK-UP""']","Director of the Ecole Supérieure Privée des technologies et d'Ingénierie ""TEK-UP""",,,,,,,,,
592,Associate Consultant #Designthinking #Datasciences # UX,StrategyUser experienceProject managementCustomer journeyBig Data AnalysisAudit,"['As a consultant, I have accompanied the CMO and Directorates-General of SMEs, major groups, ETI and Startup in their digital transformation, creation or evolution of services. ', '', 'Main missions: ', '- Pfizer : Recast of the intranet and design of the collaborative experience;', '- Chullanka: Design of the e-commerce website with thousands of outdoor product references; ', '- Randstad: Impact study of the training period for new employees;', '- Renault Mobility: Design of the experience of the vehicle rental service intermediation platform;', '- Pricetel: Design of a new 100% free telephone service for teenagers: BLU;', '- Onvabosser: Design of the mobile application of the new recruitment service thanks to soft-kills.', '']","As a consultant, I have accompanied the CMO and Directorates-General of SMEs, major groups, ETI and Startup in their digital transformation, creation or evolution of services. ",,Main missions: ,- Pfizer : Recast of the intranet and design of the collaborative experience;,- Chullanka: Design of the e-commerce website with thousands of outdoor product references; ,- Randstad: Impact study of the training period for new employees;,- Renault Mobility: Design of the experience of the vehicle rental service intermediation platform;,- Pricetel: Design of a new 100% free telephone service for teenagers: BLU;,- Onvabosser: Design of the mobile application of the new recruitment service thanks to soft-kills.,
593,University teacher,C/C++ STLPHP7C#JavaWeb contentWeb Programming,['unknown'],unknown,,,,,,,,,
594,Civil engineering structure engineer,GraitecReviveModeling of Construction Information (BIM)Civil engineeringDrawingConstruction,"['• Formwork and railing plans ', '• Modeling a digital model on Revit', '• Dimension all elements of the structure on Arche', '• Calculation of weapon concrete structures ', '• Metre and cost estimate']",• Formwork and railing plans ,• Modeling a digital model on Revit,• Dimension all elements of the structure on Arche,• Calculation of weapon concrete structures ,• Metre and cost estimate,,,,,
595,Trainee,javaOracle SQL DeveloperC++Customer Relationship Management (CRM)Project managementEvent Management,"['development of a web application for the company ', 'technology: Laravel - PHP -HTML- JavaScript - JQuery']",development of a web application for the company ,technology: Laravel - PHP -HTML- JavaScript - JQuery,,,,,,,,
596,Responsible Infrastructure Components & COGES Management Committees and Producer Organisations,Business analysisAutoCAD Civil 3DDevelopment of new casesProcess improvementImprovement of business processesContinuous improvement,['Responsible for the implementation of civil infrastructure projects of the Management Committees and Organisations of Producers of such infrastructure.'],Responsible for the implementation of civil infrastructure projects of the Management Committees and Organisations of Producers of such infrastructure.,,,,,,,,,
597,Industrial cold engineer ,AutoCADReviveMatlabThermodynamicsCold chainunknown,['unknown'],unknown,,,,,,,,,
598,Engineer ,Windows 7Customer ServiceMicrosoft OfficeMatlabExcelWord,['unknown'],unknown,,,,,,,,,
599,Main Digital Catalyst & Founder,Project managementStrategyEnglishInnovation ManagementEntrepreneurshipContract Management,"['I am the Founder and Senior Consultant at DC CONSULTANTS. We act as Digital Catalyst on all our AGILE and Digital Transformation projects.', '', 'Today I manage a team of consultants, and speak to ISDs, HRDs, Transformation Directors for advice, training and tools.', '', 'Roles occupied at our customers : ', '- Leader Transformation', '- Agile Coach', '- Release Train Engineer (RTE)', '- Product Owner', '- Project Director', '- Data project Director', '', 'Clients:', '', 'BNP PARIBAS, PCBE GROUP, IMERYS, ACCOR, many SMEs and ETI.', '', ""I also enliven our community of 3000 members with content, meetings, sharing experiences to enrich each other's skills.""]",I am the Founder and Senior Consultant at DC CONSULTANTS. We act as Digital Catalyst on all our AGILE and Digital Transformation projects.,,"Today I manage a team of consultants, and speak to ISDs, HRDs, Transformation Directors for advice, training and tools.",,Roles occupied at our customers : ,- Leader Transformation,- Agile Coach,- Release Train Engineer (RTE),- Product Owner,- Project Director
600,Antenna Manager - Annecy,Project designProject managementAdministration of prodAd-hoc recruitmentOperational managementSceno production,['After exile: access to employment through training and meetings.'],After exile: access to employment through training and meetings.,,,,,,,,,
601,Systems Associate Designer,CATIA V5ABAQUSCaptiv L2100KinoveaAutoformStatgraphics,['unknown'],unknown,,,,,,,,,
602,Governor General,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
603,Full Stack Developer,Artificial Intelligence (AI)Deep learningKotlinDevelopment of APICodeIgniterAndroid,['Realization of websites / web applications / Mobile applications / Desktop applications'],Realization of websites / web applications / Mobile applications / Desktop applications,,,,,,,,,
604,Director of Research and Innovation,ConsultingManagementProgramme managementBusinessTrade developmentInnovation management,"[""The Research and Innovation Directorate conducts its work within the Group's Robotic Cluster, in a coordinated manner with the Directorate General, Commercial and Marketing. Its activities are carried out in a transversal manner on all the sites of the company ECA ROBOTICS (Toulon, Brest, Paris, Nantes, Montpellier). As Director of Research and Innovation, I continue the following four main tasks:"", '- Innovation Management to develop the bricks/functions/solutions of the future that will be integrated into our product lines and allow our customers to maintain a competitive advantage', '- the development of expertise on new technologies', '- the establishment of R&D collaborations with the world of public and private research', '- the development and management of intellectual property']","The Research and Innovation Directorate conducts its work within the Group's Robotic Cluster, in a coordinated manner with the Directorate General, Commercial and Marketing. Its activities are carried out in a transversal manner on all the sites of the company ECA ROBOTICS (Toulon, Brest, Paris, Nantes, Montpellier). As Director of Research and Innovation, I continue the following four main tasks:",- Innovation Management to develop the bricks/functions/solutions of the future that will be integrated into our product lines and allow our customers to maintain a competitive advantage,- the development of expertise on new technologies,- the establishment of R&D collaborations with the world of public and private research,- the development and management of intellectual property,,,,,
605,Software developer,PythonJavaScriptJava Enterprise EditionJavaDjangoCascading Style Sheets (CSS),['unknown'],unknown,,,,,,,,,
606,Head of the Engineering & Works Programme,unknownunknownunknownunknownunknownunknown,['Hydroelectric Engineering Centre'],Hydroelectric Engineering Centre,,,,,,,,,
607,"Main Product Manager - Agglomerated abrasives, Tools and Electrical Tools",EngineeringProduct designProject managementLifting heavy loadsSpanishEnglish,"['ENTERPRISES:', 'Walter Technologies for Surfaces has been a leader in surface processing technologies for over 50 years and provides abrasives, electrical tools, tools, chemical tools and high-performance environmental solutions to the metal industry. Founded in 1952, Walter Technologies for Surfaces is established in 7 countries across North America, South America and Europe.', '']",ENTERPRISES:,"Walter Technologies for Surfaces has been a leader in surface processing technologies for over 50 years and provides abrasives, electrical tools, tools, chemical tools and high-performance environmental solutions to the metal industry. Founded in 1952, Walter Technologies for Surfaces is established in 7 countries across North America, South America and Europe.",,,,,,,,
608,INTERNAL ARCHITECTE FUNDATRICE,unknownunknownunknownunknownunknownunknown,"['Design, development and redevelopment of residential, commercial or office space.']","Design, development and redevelopment of residential, commercial or office space.",,,,,,,,,
609,Mechanical Design Engineer,SolidWorksGeometric Dimensioning & TolerancingRoot Cause Analysis3D ModelingFinish Element Analysis (FEA)Engineering,['unknown'],unknown,,,,,,,,,
610,University teacher  ,unknownunknownunknownunknownunknownunknown,['owner of a private primary school - Cem - high school '],owner of a private primary school - Cem - high school ,,,,,,,,,
611,Mechanical Designer,Video productionCommunicationComputer-assisted design (CAO)SOLIDWORKSPilotageANSYS,['Skills: Computer-assisted design (CAO) · SOLIDWORKS · ANSYS · CATIA'],Skills: Computer-assisted design (CAO) · SOLIDWORKS · ANSYS · CATIA,,,,,,,,,
612,Cybersecurity Analyst,Computer securityDecision-making informaticsComputerized medical recordComputer expertiseInformation technologyEngineering,['unknown'],unknown,,,,,,,,,
613,Teacher,EducationPedagogyProject managementTechnical editorsLogistics managementnaval maintenance,['Reconversion and consolidation of my training activities!'],Reconversion and consolidation of my training activities!,,,,,,,,,
614,ICT System Advisor - Coordinator,SQLDatabasesEnglishPostgreSQLJavaMySQL,"['* Organize, plan and monitor all the activities of the System team in order to build, recruit, build a well-functioning and well-integrated team where employees perform optimal services because they know they are valued, supported and supported.', '', '* Support and support its employees to contribute to the development of their skills and to the optimal achievement of the results', '', '* Evaluate, spontaneously or on request, different technical scenarios and inform supervisors in order to offer the possibility of making appropriate decisions, including in terms of new investments', '', '* Write, develop, execute and follow a project plan to achieve the project objectives according to the predefined time, budget, quality and scope (perimeter) parameters.', '', '* Ensure the continuous support and improvement of the IT environment and ensure its reliability in order to provide users with the opportunity to effectively carry out the tasks of the Inland FPS']","* Organize, plan and monitor all the activities of the System team in order to build, recruit, build a well-functioning and well-integrated team where employees perform optimal services because they know they are valued, supported and supported.",,* Support and support its employees to contribute to the development of their skills and to the optimal achievement of the results,,"* Evaluate, spontaneously or on request, different technical scenarios and inform supervisors in order to offer the possibility of making appropriate decisions, including in terms of new investments",,"* Write, develop, execute and follow a project plan to achieve the project objectives according to the predefined time, budget, quality and scope (perimeter) parameters.",,* Ensure the continuous support and improvement of the IT environment and ensure its reliability in order to provide users with the opportunity to effectively carry out the tasks of the Inland FPS,
615,Postdoctoral Researcher - Lightning Resistance of Composites in Aeronautics,MechanicalThermodynamicsAerodynamicsTurbomachinesMechanical and Aerospace EngineeringAeronautics,"['KEY WORDS: ', 'Experimental research, modelling, composite materials, lightning protection, aeronautics', '', 'BACKGROUND AND OBJECTIVE: ', 'Aircraft and helicopters are struck by lightning on average once a year, which can seriously damage materials at the fuselage impact point. The solutions currently used are to apply a copper mesh to the materials to improve their electrical conductivity and thus distribute the energy of the impact over the whole fuselage rather than at a specific point. However, copper meshes increase aircraft weight, resulting in fuel consumption and pollutant emissions. ', '', 'My goal is to develop new lightning protection solutions, both more effective and lighter.  Different types of coatings are being studied, including nickel and silver. ', '', 'ACHIEVEMENTS:', '- Creation of new design of innovative materials', '- Definition and execution of experimental tests: lightning tests (ARP5412), damage analysis with a C-Scan and CT-Scan, mechanical bending tests (ASTM D6272), chemical tests', '- Modelling of electrical, thermal and chemical processes in a material exposed to lightning', '- Technological monitoring of existing lightning protection solutions', '- Project management: definition of need with partner, communication with suppliers, allocation of resources', '- Preparation of scientific reports and articles', '', 'TECHNICAL ENVIRONMENT:', '- Experimentation: Lightning gun, C-Scan, CT-Scan, TGA, DSC, Reflectometer, infrared camera, voltage machine, cutting machines', '- Modeling: Comsol, Python', '- Language of the project: English']",KEY WORDS: ,"Experimental research, modelling, composite materials, lightning protection, aeronautics",,BACKGROUND AND OBJECTIVE: ,"Aircraft and helicopters are struck by lightning on average once a year, which can seriously damage materials at the fuselage impact point. The solutions currently used are to apply a copper mesh to the materials to improve their electrical conductivity and thus distribute the energy of the impact over the whole fuselage rather than at a specific point. However, copper meshes increase aircraft weight, resulting in fuel consumption and pollutant emissions. ",,"My goal is to develop new lightning protection solutions, both more effective and lighter.  Different types of coatings are being studied, including nickel and silver. ",,ACHIEVEMENTS:,- Creation of new design of innovative materials
616,President,InvestigationIntegrationEnglishTeam LeadershipFraud detectionAnalysis,"['Manufacturer of La Fouine software, a tool specialized in real-time research on the Web, social networks and custom sources.', 'Partner Nuix & Brainspace.', 'Sale and support for software in forensic computer science and EDiscovery.', 'Data indexing and forensic computer analysis.', 'www.vigiteck.com', 'Consultant-consultant E-Discovery for companies working in the field of safety and investigation as well as law enforcement agencies. ']","Manufacturer of La Fouine software, a tool specialized in real-time research on the Web, social networks and custom sources.",Partner Nuix & Brainspace.,Sale and support for software in forensic computer science and EDiscovery.,Data indexing and forensic computer analysis.,www.vigiteck.com,Consultant-consultant E-Discovery for companies working in the field of safety and investigation as well as law enforcement agencies. ,,,,
617,Study Completion Project,Microsoft OfficeSolidWorksTPC CreoMicrosoft WordMicrosoft PowerPointArduino,"['Mission & Results:', '* Design of an automated shutter insertion machine.', '* Optimization of production cycle time.', '* Optimization of numbers of finished parts.']",Mission & Results:,* Design of an automated shutter insertion machine.,* Optimization of production cycle time.,* Optimization of numbers of finished parts.,,,,,,
618,Tesm Service,Project managementConstructionManagementProject planningMicrosoft OfficeMicrosoft Excel,['unknown'],unknown,,,,,,,,,
619,Architect Engineer HMONP,ArchitectureLuxuryWealth managementCommunicationProject managementReal estate law,"['Design & Construction Buildings', 'www.marccombe.com']",Design & Construction Buildings,www.marccombe.com,,,,,,,,
620,Senior Manager,Java Native InterfaceMicrosoft OfficeInformation technologyJavaunknownunknown,['unknown'],unknown,,,,,,,,,
621,Commercial Manager Project Tertiary Solution,Sales ManagerNew Business DevelopmentTelecommunicationsSale of solutionsKey account managementTrade development,"['Follow-up of major Tertiary and Industrial projects in the sector, organization of events (technical morning, economic chain trip).', ""Requirements for Tertiary and Industry solutions of the Legrand Group (Power, Measurement, VDI, Lighting Management, UPS, Apparatus, Security) with the public and private works mastery (Final Customers) as well as the Construction Mastery (Offices d'Etudes, Entreprises générales)""]","Follow-up of major Tertiary and Industrial projects in the sector, organization of events (technical morning, economic chain trip).","Requirements for Tertiary and Industry solutions of the Legrand Group (Power, Measurement, VDI, Lighting Management, UPS, Apparatus, Security) with the public and private works mastery (Final Customers) as well as the Construction Mastery (Offices d'Etudes, Entreprises générales)",,,,,,,,
622,Senior Industrial Maintenance Technician,Microsoft OfficeMicrosoft ExcelMicrosoft WordEngineeringMechanical engineeringMicrosoft PowerPoint,"['-Preventive and curative maintenance of production equipment ', '-Assist in the qualification of machinery and production equipment.', '-Ensure stock management of ""PDR"" spare parts of production equipment.', '-Ensure the implementation of preventive maintenance plans for the equipment and its implementation.', '-Following the proper functioning of the HVAC system from the GTC', '-Follow-up on the GMAO', '-FAT in Germany 2016 and install new production equipment', '-Dedication of instructions for preventive maintenance of machinery and production equipment', '-FAT in Germany 2019 and installation of equipment for new zone']",-Preventive and curative maintenance of production equipment ,-Assist in the qualification of machinery and production equipment.,"-Ensure stock management of ""PDR"" spare parts of production equipment.",-Ensure the implementation of preventive maintenance plans for the equipment and its implementation.,-Following the proper functioning of the HVAC system from the GTC,-Follow-up on the GMAO,-FAT in Germany 2016 and install new production equipment,-Dedication of instructions for preventive maintenance of machinery and production equipment,-FAT in Germany 2019 and installation of equipment for new zone,
623,"Associate Professor of Educational Technologies, Project Manager and Social Manager of the service bdrp.ch",EducationCoachingFrenchPedagogical engineeringHigher educationProject management,"['•Respond to the initial and further training needs of teachers and encourage them to integrate the IT tool into their teaching, offering them differentiated courses, and involving them in the training process. Accomplishments: development and implementation of the CAS People MITIC Resources (http://www.pressmitic.ch/a-propos/); development and implementation of educational training (creation of cybersurvey, incentive websites, self-corrective exercises, electronic portfolios) or organizational (mindmapping, GTD, holistic management of its virtual workspace); support of institutions generalizing the use of MITIC means (TBI, 121,...), ', ""•Develop, implement and promote educational opportunities in information and communication technologies. Accomplishments: accompaniment-research on the integration of a student/tablet device in an institution (http://www.recherche1to1-hepl.ch), exploratory research on the exploitation of the e-Portfolio in the service of apprenticeships; participation in the development of the master plans for Vaudian pedagogical informatics; co-orientation of the teacher's MITIC repository."", '•Develop exchanges of teaching resources between teachers.  Achievements: animation and development of the Vaudian teacher resource bank (www.bdrp.ch); establishment and operation of a pooling of skills based on knowledge tree theory (Authier, A. & Lévy, P., 1992/2002), co-developing the free platform http://learnflow.ch/ui/home.', '•Use MITICs to encourage exchanges within an institution. Achievements: participation in the development of the new HEP site; support and supervision of the establishment of communication platforms for some 30 Vaud schools.']","•Respond to the initial and further training needs of teachers and encourage them to integrate the IT tool into their teaching, offering them differentiated courses, and involving them in the training process. Accomplishments: development and implementation of the CAS People MITIC Resources (http://www.pressmitic.ch/a-propos/); development and implementation of educational training (creation of cybersurvey, incentive websites, self-corrective exercises, electronic portfolios) or organizational (mindmapping, GTD, holistic management of its virtual workspace); support of institutions generalizing the use of MITIC means (TBI, 121,...), ","•Develop, implement and promote educational opportunities in information and communication technologies. Accomplishments: accompaniment-research on the integration of a student/tablet device in an institution (http://www.recherche1to1-hepl.ch), exploratory research on the exploitation of the e-Portfolio in the service of apprenticeships; participation in the development of the master plans for Vaudian pedagogical informatics; co-orientation of the teacher's MITIC repository.","•Develop exchanges of teaching resources between teachers.  Achievements: animation and development of the Vaudian teacher resource bank (www.bdrp.ch); establishment and operation of a pooling of skills based on knowledge tree theory (Authier, A. & Lévy, P., 1992/2002), co-developing the free platform http://learnflow.ch/ui/home.",•Use MITICs to encourage exchanges within an institution. Achievements: participation in the development of the new HEP site; support and supervision of the establishment of communication platforms for some 30 Vaud schools.,,,,,,
624,Legal Officer,Business LawContract LawContract NegotiationInternational Business LawIntellectual PropertyIT law,['unknown'],unknown,,,,,,,,,
625,Assistant Master,Computer ScienceSoftware EngineeringSmart CardsLaTeXProgrammingAlgorithms,['Reading'],Reading,,,,,,,,,
626,unknown,ArcGIS productsAutoCADGeographic Information System (GIS)EnglishTrainingCommunication,['unknown'],unknown,,,,,,,,,
627,Web Developer,HTMLCSSJavaScriptPHPunknownunknown,['unknown'],unknown,,,,,,,,,
628,unknown,HTMLLinuxScrumREST APIAngularFront-end development,['unknown'],unknown,,,,,,,,,
629,IoT Engineer,Node-REDPrinted circuit designRaspberry PiEmbedded CArduinoDecoding sensors,['Skills : Decoding sensors · PHP · JavaScript · Lorawan · IoT platforms management'],Skills : Decoding sensors · PHP · JavaScript · Lorawan · IoT platforms management,,,,,,,,,
630,Treasurer,Python (Programming Language)SQLApache SparkMapReduceHadoopCloudera,['unknown'],unknown,,,,,,,,,
631,Trainee,Machine Learning Operations (MLOPs)Internet of ThingsLinux System AdministrationUnified Modeling Language (UML)Near Field Communication (CCP)Integrated Linux System,['unknown'],unknown,,,,,,,,,
632,Backend intern,JavaFlutterJavaScriptPython (programming language)C++Android Development,['unknown'],unknown,,,,,,,,,
633,Student,Spring BootAnsibleKerasTelecommunicationsGitTensorFlow,['Skills : Spring Boot · Ansible · Keras · Telecommunications · Software Development'],Skills : Spring Boot · Ansible · Keras · Telecommunications · Software Development,,,,,,,,,
634,Business Intelligence Internal,TelecommunicationsMicrosoft WordStrategic planningBusiness intelligenceBig dataData analysis,['unknown'],unknown,,,,,,,,,
635,Engineering Student,Artificial Intelligence (AI)Cellular CommunicationsSpring BootMongoDBC++Processing,['Skills : Artificial Intelligence (AI) · Cellular Communications · Spring Boot · MongoDB · Sensors · Node.js · Angular · Internet of Things (IoT)'],Skills : Artificial Intelligence (AI) · Cellular Communications · Spring Boot · MongoDB · Sensors · Node.js · Angular · Internet of Things (IoT),,,,,,,,,
636,Internal,Node.jsTeamworkSymfony FrameworkEnglishFlutterFirebase,['unknown'],unknown,,,,,,,,,
637,Graduation Project,CybersecurityPython (Programming Language)LinuxRed TeamingWiresharkPenetration Testing,"['Design, implementation and establishment of data visualization and automated supervision system for the states of the production lines using ELK Stack.', 'This solution provides real time monitoring and alerting in case of southden and unexpected event.']","Design, implementation and establishment of data visualization and automated supervision system for the states of the production lines using ELK Stack.",This solution provides real time monitoring and alerting in case of southden and unexpected event.,,,,,,,,
638,Integration Consultant,Spring SecuritySpring MVCDockerAngularJSJuneMaven,['unknown'],unknown,,,,,,,,,
639,Junior Consultant,AutomationManual TestingSustainabilityPython (Programming Language)Battery Electric Vehicle (BEV)Battery Management Systems,['Skills : Automation · Manual Testing · Python (Programming Language) · Battery Electric Vehicle (BEV) · Battery Management Systems · Jira · Jenkins · ECU-Test · Automotive testing'],Skills : Automation · Manual Testing · Python (Programming Language) · Battery Electric Vehicle (BEV) · Battery Management Systems · Jira · Jenkins · ECU-Test · Automotive testing,,,,,,,,,
640,Embedded System Developer - Orange Digital Center,loraMongoDBSpring BootGraphQLC++LoraWan,['Orange Summer Challenge'],Orange Summer Challenge,,,,,,,,,
641,Engineering course ,C (programming language)Embedded CSTM32MicrocontrollersElectronicsScrum,"['Topic: Development of an Addixo Edge-Box module management interface.', '-Designing the graphical interface using Qt designer.', '- Development of code with Python (oop) language.', '-The EdgeBox module is based on a RevPi (RevolutionPi - Industrial RaspberryPi).', 'Keywords : Qt designer,Python,PyQt5,PyInstaller, SSH, SCP, Revolution Pi,Docker.']",Topic: Development of an Addixo Edge-Box module management interface.,-Designing the graphical interface using Qt designer.,- Development of code with Python (oop) language.,-The EdgeBox module is based on a RevPi (RevolutionPi - Industrial RaspberryPi).,"Keywords : Qt designer,Python,PyQt5,PyInstaller, SSH, SCP, Revolution Pi,Docker.",,,,,
642,IoT Internal,Hyper-VWindows deployment servicesMicrosoft Deployment ToolkitCisco Systems ProductsGraphic designBash,"['As an internal in this group, I was able to rediscover embedded systems on a project that involves public lighting:', 'establishment of the communication infrastructure between the IOT devices (master and slave systems)', 'implementation of a complete routing algorithm and message processing ', 'field testing of NRF24 + HC12 systems ', 'Optimization and implementation of the system on the ESP32 and ATMEGA328.']","As an internal in this group, I was able to rediscover embedded systems on a project that involves public lighting:",establishment of the communication infrastructure between the IOT devices (master and slave systems),implementation of a complete routing algorithm and message processing ,field testing of NRF24 + HC12 systems ,Optimization and implementation of the system on the ESP32 and ATMEGA328.,,,,,
643,unknown,Android DevelopmentPython (Programming Language)OpenCVNestJSAngular CLIC,['unknown'],unknown,,,,,,,,,
644,SAP Technical Support,Android StudioJavaGitNode.jsPHPUML Tools,['unknown'],unknown,,,,,,,,,
645,Full-stack Developer,LaravelvuejsAngularNode.jsPython (programming language)Robotics,"['development of an appointment website for home car maintenance, this application was developed with the VueJS framework for the front-end part and the laravel framework 8 written in php for the backend part.']","development of an appointment website for home car maintenance, this application was developed with the VueJS framework for the front-end part and the laravel framework 8 written in php for the backend part.",,,,,,,,,
646,Student,loraPython (Programming Language)Cloud FirestoreAndroid DevelopmentRaspberry PiMicrocontrollers ESP32,['unknown'],unknown,,,,,,,,,
647,Charged with teleconducting of HTB power transmission stations,ORCADMX Cubealtium designerProject managementProcurement managementCase management,"['*Management of international tender files for the implementation of HTB/HTA power transmission station installation projects.', '*Develop technical specifications for teleconductor and teletransmission equipment (RTU, SDH, etc.) in accordance with standards (IEC, ITU, etc.).', '', 'Key words: SCADA, Optical Fibre, MPLS-TP, SDH, PDH, CPL, THD.']",*Management of international tender files for the implementation of HTB/HTA power transmission station installation projects.,"*Develop technical specifications for teleconductor and teletransmission equipment (RTU, SDH, etc.) in accordance with standards (IEC, ITU, etc.).",,"Key words: SCADA, Optical Fibre, MPLS-TP, SDH, PDH, CPL, THD.",,,,,,
648,Electromechanical Engineering Student,Python (programming language)IoTOn-board softwareC++Computer-assisted design (CAD)SOLIDWORKS,['Skills : Python (programming language)'],Skills : Python (programming language),,,,,,,,,
649,Developer solutions,SeleniumScrumC#Azure DevOpsVS 2019unknown,['Skills: Selenium · VS 2019 · Scrum · C# · Azure DevOps'],Skills: Selenium · VS 2019 · Scrum · C# · Azure DevOps,,,,,,,,,
650,Trainee,React.jsGitHubMySQLPHPOpenStackunknown,['OPENSTACK virtual machine deployment'],OPENSTACK virtual machine deployment,,,,,,,,,
651,Student,JavaSymfonyPHPTalendMathematicsData Analysis,['Skills: Business Intelligence (BI)'],Skills: Business Intelligence (BI),,,,,,,,,
