,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
439,Consultant Bi ,"['Data analysis', 'Microsoft Power BI', 'Talend Open Studio', 'Engineering', 'Analytical skills', 'Microsoft Excel']",['creation and implementation of a decision support system for ETAP HR management'],creation and implementation of a decision support system for ETAP HR management,,,,,,,,,
440,Business Intelligence Developer/Data Analyst,"['Microsoft Power Query', 'Facebook Ads', 'Facebook Marketing', 'Google Analytics', 'Facebook for Business', 'SQL Server Management Studio']","['Analyze marketing data coming from Google Analytics and Facebook Business:', '', '-Establish a connection between Google Analytics and PowerBI.', '-Manipulate Windsor connector to extract data from Facebook Leads, Facebook Ads, and Facebook Insights.', '-Extract, Transform and Load data issued from Google Analytics and Facebook with Power Query.', '-Generate reports and dashboards that answer Business objectives.']",Analyze marketing data coming from Google Analytics and Facebook Business:,,-Establish a connection between Google Analytics and PowerBI.,"-Manipulate Windsor connector to extract data from Facebook Leads, Facebook Ads, and Facebook Insights.","-Extract, Transform and Load data issued from Google Analytics and Facebook with Power Query.",-Generate reports and dashboards that answer Business objectives.,,,,
441,Business Intelligence Internal,"['Business Intelligence (BI)', 'ONAP Cubes', 'R (Programming Language)', 'PostgreSQL', 'Decision-making informatics', 'Business intelligence']","['Conception and Implementation of a commercial decision-making solution:', '• Collect data from the ERP Sage.', '• Create database with SSMS. ', '• Modeling the Datawarehouse.', '• Extract, Transform and Load data with Talend.', '• Create a multidimensional cube with SSAS.', '• Data Mining algorithms with Python.', '• Developer Dashboards using Web technologies: ASP.NET, Angular']",Conception and Implementation of a commercial decision-making solution:,• Collect data from the ERP Sage.,• Create database with SSMS. ,• Modeling the Datawarehouse.,"• Extract, Transform and Load data with Talend.",• Create a multidimensional cube with SSAS.,• Data Mining algorithms with Python.,"• Developer Dashboards using Web technologies: ASP.NET, Angular",,
443,Data-analyst,"['PHP', 'PhpMyAdmin', 'MySQL', 'HTML5', 'Java', 'JavaScript']",['unknown'],unknown,,,,,,,,,
445,Director of Studies,"['SharePoint', 'Microsoft BI', 'UML', 'Microsoft Certified Professional', 'ASP.NET', 'ASP.NET MVC']",['unknown'],unknown,,,,,,,,,
446,Founder,"['Salesforce Object Query Language (SOQL)', 'Python (programming language)', 'SQL', 'Table', 'Salesforce', 'Big data']","['- Provide multiple graphic design services.', 'Check out some of my work and contact details:', 'https://www.behance.net/medyahyaoui']",- Provide multiple graphic design services.,Check out some of my work and contact details:,https://www.behance.net/medyahyaoui,,,,,,,
447,Business Intelligence Internal,"['Predictive Analytics', 'Predictive Modeling', 'SAP Products', 'SAP Analytics Cloud', 'SAP HANA', 'Angular']","['Skills: Extract, Transform, Load (ETL) · SQL · Business Intelligence (BI) · Data Analysis']","Skills: Extract, Transform, Load (ETL) · SQL · Business Intelligence (BI) · Data Analysis",,,,,,,,,
448,Computer consultant,"['English', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
449,Study completion project,"['SharePoint', 'Decision-making informatics', 'Dimensional modelling', 'ETL tools', 'Talend', 'Python (programming language)']","['• Development of an entire response management environment with the help of Microsoft Power Platform.', '• Reporting, development of dashboards (Power BI)']",• Development of an entire response management environment with the help of Microsoft Power Platform.,"• Reporting, development of dashboards (Power BI)",,,,,,,,
450,Data Analyst Internal,"['SQL', 'Java', 'Microsoft Power BI', 'Data Analysis Expressions (DAX)', 'MySQL', 'JavaScript']",['Expensya is an innovative spending management solution to empower CFOs and foster autonomous accounting professionals. We are leader of mid-market new generation solutions.'],Expensya is an innovative spending management solution to empower CFOs and foster autonomous accounting professionals. We are leader of mid-market new generation solutions.,,,,,,,,,
451,Full-stack Developer,"['SQL Server Reporting Services (SSRS)', 'SQL Server Analysis Services (SSAS)', 'SQL Server Integration Services (SSIS)', 'Advanced Business Application Programming (ABAP)', 'SAP ERP', 'Python (Programming Language)']",['Skills: TypeScript · React.js'],Skills: TypeScript · React.js,,,,,,,,,
453,Decision-making intelligence,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
455,Internship at the end of the study ,"['Qlik Sense', 'Business Intelligence (BI)', 'Data Analysis', 'Python (programming language)', 'Django', 'Microsoft Power BI']",['unknown'],unknown,,,,,,,,,
456,Data Analyst,"['Table', 'Workbench', 'Alteryx', 'Visual Studio', 'Microsoft Power BI', 'Microsoft SQL Server']",['Skills: Tableau · Workbench · digital lab · Alteryx · Microsoft Power BI · SQL'],Skills: Tableau · Workbench · digital lab · Alteryx · Microsoft Power BI · SQL,,,,,,,,,
457,Business Intelligence Engineer ,"['Microsoft Power BI', 'MongoDB', 'JIRA', 'Facebook API', 'Customer Relationship Management (CRM)', 'Extract, Transform, Load (ETL)']","['Skills: Customer Relationship Management (CRM) · Extract, Transform, Load (ETL) · Python (programming language) · Databases · Statistical data analysis']","Skills: Customer Relationship Management (CRM) · Extract, Transform, Load (ETL) · Python (programming language) · Databases · Statistical data analysis",,,,,,,,,
458,Consultant Business Intelligence,"['Python', 'PostgreSQL', 'Agile methods', 'Microsoft Power BI', 'Python (programming language)', 'RStudio']",['Skills: Python · PostgreSQL · Agile methods · Microsoft Power BI · Talend'],Skills: Python · PostgreSQL · Agile methods · Microsoft Power BI · Talend,,,,,,,,,
461,IoT Engineer,"['Node-RED', 'Printed circuit design', 'Raspberry Pi', 'Embedded C', 'Arduino', 'Decoding sensors']",['Skills: Decoding sensors · PHP · JavaScript · Lorawan · IoT platforms management'],Skills: Decoding sensors · PHP · JavaScript · Lorawan · IoT platforms management,,,,,,,,,
462,PFE course,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['Design and implementation of an intelligent system for public transport ', '', '']",Design and implementation of an intelligent system for public transport ,,,,,,,,,
463,Computer Software Engineer,"['Matlab', 'Software design', 'Visual Basic.NET (VB.NET)', 'C++', 'Database administration', 'JavaScript']",['Skills: Object-oriented programming (POO) · Kotlin · SQL'],Skills: Object-oriented programming (POO) · Kotlin · SQL,,,,,,,,,
464,Embedded Systems Lecturer,"['Embedded Systems', 'Microcontrollers', 'C++', 'Electronics', 'Embedded Software', 'Programming']","['Teaching Electronics theory, programmable IC (Microship PICs).', 'Training based on devkits (PICs, ST32DiscoveryF4, Arduino, Rasberry Pi).', 'Training on electronics modelling and simulation.', 'Training on electronics PCB design (Altium Designer and Eagle CadSoft)', '', 'Teaching electronics with Active Learning methodology.', 'Teaching C programming and programming design methodology.', '', 'Framing projects : (wireless) sensor network, IoT, cross-protocol bridging (RS485-USB, UART-IrDA, USB-RF...)', '', 'R&D : RNA, Fuzzy logics, data acquisition and filtering (digital and analog)']","Teaching Electronics theory, programmable IC (Microship PICs).","Training based on devkits (PICs, ST32DiscoveryF4, Arduino, Rasberry Pi).",Training on electronics modelling and simulation.,Training on electronics PCB design (Altium Designer and Eagle CadSoft),,Teaching electronics with Active Learning methodology.,Teaching C programming and programming design methodology.,,"Framing projects : (wireless) sensor network, IoT, cross-protocol bridging (RS485-USB, UART-IrDA, USB-RF...)",
465,SAP Technical Support,"['Android Studio', 'Java', 'Git', 'Node.js', 'PHP', 'UML Tools']",['unknown'],unknown,,,,,,,,,
466,Graduation Project,"['Cybersecurity', 'Python (Programming Language)', 'Linux', 'Red Teaming', 'Wireshark', 'Penetration Testing']","['Design, implementation and establishment of data visualization and automated supervision system for the states of the production lines using ELK Stack.', 'This solution provides real time monitoring and alerting in case of southden and unexpected event.']","Design, implementation and establishment of data visualization and automated supervision system for the states of the production lines using ELK Stack.",This solution provides real time monitoring and alerting in case of southden and unexpected event.,,,,,,,,
467,Engineering Student,"['Artificial Intelligence (AI)', 'Cellular Communications', 'Spring Boot', 'MongoDB', 'C++', 'Processing']",['Skills: Artificial Intelligence (AI) · Cellular Communications · Spring Boot · MongoDB · Sensors · Node.js · Angular · Internet of Things (IoT)'],Skills: Artificial Intelligence (AI) · Cellular Communications · Spring Boot · MongoDB · Sensors · Node.js · Angular · Internet of Things (IoT),,,,,,,,,
468,Backend intern,"['Java', 'Flutter', 'JavaScript', 'Python (programming language)', 'C++', 'Android Development']",['unknown'],unknown,,,,,,,,,
469,Treasurer,"['Python (Programming Language)', 'SQL', 'Apache Spark', 'MapReduce', 'Hadoop', 'Cloudera']",['unknown'],unknown,,,,,,,,,
470,Chief Operating Officer,"['Project Management', 'Python', 'Machine Learning', 'Android Development', 'iOS Development', 'Cellular Communications']",['unknown'],unknown,,,,,,,,,
471,"GreenCity, Development of Web Mobile based Application","['.NET Framework', 'TensorFlow', 'Angular', 'Big Data', 'Full-Stack Development', 'Data Analysis']","['I performed a training with ""SSS Innovation"" startup to develop an environmental/civil problems and news reporting/consulting application with Web technologies for android devices.']","I performed a training with ""SSS Innovation"" startup to develop an environmental/civil problems and news reporting/consulting application with Web technologies for android devices.",,,,,,,,,
472,PFE trainee,"['Amazon Web Services', 'Data management', 'Django', 'Artificial Intelligence (AI)', 'C (programming language)', 'Programming']",['Internship at the end of studies'],Internship at the end of studies,,,,,,,,,
473,Member,"['StarUML', 'PL/SQL', 'PhpMyAdmin', 'Spring Boot', 'Machine Learning', 'Unsupervised learning']",['unknown'],unknown,,,,,,,,,
475,Student Engineer,"['Internet Protocol (IP)', 'Agile methods', 'TinyMl', 'Web development', 'Linux System Administration', 'Java']",['Skills: Symfony Framework'],Skills: Symfony Framework,,,,,,,,,
476,Student Engineer,"['Spring Boot', 'Ansible', 'Keras', 'Telecommunications', 'Git', 'TensorFlow']",['Skills: Spring Boot · Ansible · Keras · Telecommunications · Software Development'],Skills: Spring Boot · Ansible · Keras · Telecommunications · Software Development,,,,,,,,,
477,IoT Internal,"['Hyper-V', 'Windows deployment services', 'Microsoft Deployment Toolkit', 'Cisco Systems Products', 'Graphic design', 'Bash']","['As an internal in this group, I was able to rediscover embedded systems on a project that involves public lighting:', 'establishment of the communication infrastructure between the IOT devices (master and slave systems)', 'implementation of a complete routing algorithm and message processing ', 'field testing of NRF24 + HC12 systems ', 'Optimization and implementation of the system on the ESP32 and ATMEGA328.']","As an internal in this group, I was able to rediscover embedded systems on a project that involves public lighting:",establishment of the communication infrastructure between the IOT devices (master and slave systems),implementation of a complete routing algorithm and message processing ,field testing of NRF24 + HC12 systems ,Optimization and implementation of the system on the ESP32 and ATMEGA328.,,,,,
478, Member Projects Department ,"['C', 'GNU/Linux', 'Problem Solving', 'Strategy', 'Embedded Systems', 'JavaScript']",['unknown'],unknown,,,,,,,,,
479,Senior Embedded Software Engineer,"['Firmware', 'Real-Time Operating Systems (RTOS)', 'Hardware', 'PostgreSQL', 'Jenkins', 'Microcontrollers']",['Skills: Firmware · Hardware · PostgreSQL · Jenkins · Embedded Systems · C (Programming Language) · Internet of Things (IoT) · C++ · Python (Programming Language)'],Skills: Firmware · Hardware · PostgreSQL · Jenkins · Embedded Systems · C (Programming Language) · Internet of Things (IoT) · C++ · Python (Programming Language),,,,,,,,,
480,Director - BSE,"['Telecommunications', 'Wireless', 'Team Leadership', 'Program Management', 'Project Management', 'Software Development']",['Skills: International accreditations (ABET/AACSB)'],Skills: International accreditations (ABET/AACSB),,,,,,,,,
482,Flutter Developer & Mobile Software Engineer,"['Digital law', 'Flutter', 'Android Development', 'Unity', 'Test Driven Development', 'Software Development']",['unknown'],unknown,,,,,,,,,
483,Business Intelligence Internal,"['Telecommunications', 'Microsoft Word', 'Strategic planning', 'Business intelligence', 'Big data', 'Data analysis']",['unknown'],unknown,,,,,,,,,
484,Software Engineer,"['Java', 'JavaScript', 'C (Programming Language)', 'Embedded Systems', 'Wireless Sensor Networks', 'Internet of Things (IoT)']",['unknown'],unknown,,,,,,,,,
485,AI Software Engineer,"['Angular', 'Node.js', 'JavaScript', 'PYTHON', 'Django', 'PHP']",['unknown'],unknown,,,,,,,,,
486,Front-end Developer,"['Unit test', 'Kendo IU', 'TypeScript', 'JIRA', 'RxJS', 'TeamCity']","['As a member of the Digital Solutions Team within FNZ Group, I have a hand in:', '• Migration of libraries to the latest version of Angular.', '• Migration of libraries from AngularJs to Angular.', '• The Development of new Angular libraries and their integration with AngularJS.', ""• The evolution and maintenance of Banker's Front, E-Banking and their libraries."", '• Code reviewing.', '• Writing unit tests.', '• Providing support to my teammates.', '• Releasing new versions of the different libraries.']","As a member of the Digital Solutions Team within FNZ Group, I have a hand in:",• Migration of libraries to the latest version of Angular.,• Migration of libraries from AngularJs to Angular.,• The Development of new Angular libraries and their integration with AngularJS.,"• The evolution and maintenance of Banker's Front, E-Banking and their libraries.",• Code reviewing.,• Writing unit tests.,• Providing support to my teammates.,• Releasing new versions of the different libraries.,
487,Integration Consultant,"['Spring Security', 'Spring MVC', 'Docker', 'AngularJS', 'June', 'Maven']",['unknown'],unknown,,,,,,,,,
488,Summer training,"['React.js', 'AngularJS', 'Node.js', 'MongoDB', 'Express.js', 'Spring Boot']",['unknown'],unknown,,,,,,,,,
489,Embedded Software Developer,"['CAN data bus', 'C (programming language)', 'INCA', 'Tortoise SVN', 'Scrum', 'Shell Script']","['* Implementation the software requirements for the application of the electric motor control platform. ', '* Development, Debugging and Task Scheduling with an ARM Cortex CPU under Linux environment. ', '* Generate product variants to meet individual customer requirements.', '* Implementation Model blocks using Matlab / Simulink: (C code generation, HDL code generation). ', '* Developer test projects (unit,integration and functional) and correct bugs.', '* create, update and test A2L calibration files using INCA(ETAS tools ).', '* implement a PROF configuration for the flash programming using INCA(ETAS tools ).', '* Work following the ""Scrum Agile"" methodology']",* Implementation the software requirements for the application of the electric motor control platform. ,"* Development, Debugging and Task Scheduling with an ARM Cortex CPU under Linux environment. ",* Generate product variants to meet individual customer requirements.,"* Implementation Model blocks using Matlab / Simulink: (C code generation, HDL code generation). ","* Developer test projects (unit,integration and functional) and correct bugs.","* create, update and test A2L calibration files using INCA(ETAS tools ).",* implement a PROF configuration for the flash programming using INCA(ETAS tools ).,"* Work following the ""Scrum Agile"" methodology",,
490,Software consultant,"['Software tests', 'Software development', 'Software testing', 'Machine learning', 'Web services', 'Cloud Computing']",['unknown'],unknown,,,,,,,,,
491,Junior Consultant,"['Automation', 'Manual Testing', 'Sustainability', 'Python (Programming Language)', 'Battery Electric Vehicle (BEV)', 'Battery Management Systems']",['Skills: Automation · Manual Testing · Python (Programming Language) · Battery Electric Vehicle (BEV) · Battery Management Systems · Jira · Jenkins · ECU-Test · Automotive testing'],Skills: Automation · Manual Testing · Python (Programming Language) · Battery Electric Vehicle (BEV) · Battery Management Systems · Jira · Jenkins · ECU-Test · Automotive testing,,,,,,,,,
492,Professional development,"['Node-RED', 'Scrum', 'AutoCAD Architecture', 'Adobe Illustrator', 'LaTeX', 'Hadoop']","[""Within the 'Piland' start-up, I created a service and customer platform that helps clients to reach the desired service Giver using node js and react js, which helps me to improve my skills in web development.""]","Within the 'Piland' start-up, I created a service and customer platform that helps clients to reach the desired service Giver using node js and react js, which helps me to improve my skills in web development.",,,,,,,,,
493,full stack Angular and Dotnet Core developer,"['Full-Stack Development', 'Agile Methodologies', 'DevOps', 'Mobile Applications', 'Software Development', 'Web Development']",['Sodexo mission'],Sodexo mission,,,,,,,,,
494,Embedded Software Tester,"['Unit Testing', 'ESP32 Microcontrollers', 'Internet of Things (IoT)', 'STM32', 'Intellectually Curious', 'Raspberry Pi']","['Today, I am working as an Embedded Unit Tester in the aeronautics sector at Capgemini Engineering, performed tasks:', '• Development of tests, matching to low-level requirements and the MC/DC technologies.', '• Development of test scenarios in ada scripting language on IBM Rational Test RealTime.', '• Programming language: C/C++, Java, embedded C.', '• Tools : Visual Studio Code, Eclipse, IBM Rational Test Realtime, Trace32 Debugger, testlink.', '• Configuration Management : SVN, GIT, Rational Synergy, CVS.', '• Operating System: Windows, Ubuntu.']","Today, I am working as an Embedded Unit Tester in the aeronautics sector at Capgemini Engineering, performed tasks:","• Development of tests, matching to low-level requirements and the MC/DC technologies.",• Development of test scenarios in ada scripting language on IBM Rational Test RealTime.,"• Programming language: C/C++, Java, embedded C.","• Tools : Visual Studio Code, Eclipse, IBM Rational Test Realtime, Trace32 Debugger, testlink.","• Configuration Management : SVN, GIT, Rational Synergy, CVS.","• Operating System: Windows, Ubuntu.",,,
495,Embedded System Developer - Orange Digital Center,"['lora', 'MongoDB', 'Spring Boot', 'GraphQL', 'C++', 'LoraWan']",['Orange Summer Challenge'],Orange Summer Challenge,,,,,,,,,
497,Full stack and AI developer,"['JavaScript', 'MySQL', 'Deep Learning', 'Machine Learning', 'PyTorch', 'Python (Programming Language)']",['Skills: JavaScript · MySQL · Deep Learning · Machine Learning · PyTorch · Python (Programming Language) · TensorFlow · PHP · Artificial Intelligence (AI)'],Skills: JavaScript · MySQL · Deep Learning · Machine Learning · PyTorch · Python (Programming Language) · TensorFlow · PHP · Artificial Intelligence (AI),,,,,,,,,
498,Embedded Software Test Engineer on behalf of Continental Aautomotive,"['Telecommunications', 'Network architecture', 'Internet of Things', 'Telecommunications infrastructure', 'Linux', 'Raspberry Pi']","['• Perform a technical analysis of customer complacent based on System logs and problem report description.', '• Analyzing system logs and identifying if the root cause is software or hardware', '• Suggested the appropriate solution to the customer.', '• Pinpoint the problems and proposes to fix in order to improve it', ""• Document the team's process"", '• Update the Diagnostic Internal Tool', '• Test activities for embedded applications in the automotive field.', '• Establishment of the continental test environment.', '• Specifications Review: Analysis of functional and technical requirements.', '• Manual tests on Continental test benches', '• Bugs identification and problems Reports', '• Functional, non-functional, regression, confirmation tests', '• Designing and writing tests based on customer specifications.', '• Identifying and transferring software issues into the issue tracking system (JIRA) with supporting log files and data', '• Analysis and documenting test results as well as test progress reports', '• Developing and automating tests for software validation', '', '--------------------------------------------------------------------------------', '• Tested features:', 'WiFi, Emergency Call, AM/FM, DAB...', '--------------------------------------------------------------------------------', '• Technical environment:', '- Hardware: CANcaseXL – Vector', '- Tools: IBM Rational DOORS, SiTemppo, ATP, CANalyzer/CANoe, JIRA, Putty, DLT viewer.']",• Perform a technical analysis of customer complacent based on System logs and problem report description.,• Analyzing system logs and identifying if the root cause is software or hardware,• Suggested the appropriate solution to the customer.,• Pinpoint the problems and proposes to fix in order to improve it,• Document the team's process,• Update the Diagnostic Internal Tool,• Test activities for embedded applications in the automotive field.,• Establishment of the continental test environment.,• Specifications Review: Analysis of functional and technical requirements.,• Manual tests on Continental test benches
499,iOS Developer,"['iOS Development', 'Android Development', 'Native reaction', 'Java', 'Git', 'HTML5']",['unknown'],unknown,,,,,,,,,
500,Research And Development Engineer,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
501,(software development engineer at McPhy),"['C', 'C++', 'Engineering', 'Project management', 'Programming', 'Electrical engineering']","[""Context: As part of new activity in McPhy's IT department, I joined the development and research team to improve the company's services."", 'Realization: ', 'Gateway Configuration for collecting hydrogen station data and storing it in the Cloud.', 'update the old architecture to a new one more dynamic that matches to an IoT model.', 'Software development of a web application in Full Stack React js frontend, Flask for the server part, and MongoDB as the database.', 'Technical environment: NPython, JavaScript, GCP, React, Flask, MongoDB.']","Context: As part of new activity in McPhy's IT department, I joined the development and research team to improve the company's services.",Realization: ,Gateway Configuration for collecting hydrogen station data and storing it in the Cloud.,update the old architecture to a new one more dynamic that matches to an IoT model.,"Software development of a web application in Full Stack React js frontend, Flask for the server part, and MongoDB as the database.","Technical environment: NPython, JavaScript, GCP, React, Flask, MongoDB.",,,,
503,Frontend Web Developer,"['Web development back-end', 'Android Development', 'iOS Development', 'Software development', 'machine learning', 'Node.js']",['unknown'],unknown,,,,,,,,,
504,"Internship Coordinator NIDS (Network, Infrastructure and Data Security) major","['Cybersecurity', 'Internet of Things', 'Network Security', 'Cloud Computing', 'Telecommunications', 'Virtualization']","['- Nurture collaboration between the university (students and supervisors) and the industry', '- Advise and assist students in the construction of their international research tools (CV and cover letter writing assistance) and in the reflection on their professional project;', '- Assign probation supervisors', '- Provide professional for oral presentations', '- Monitor career integration issues, labor markets, new professions and opportunities', '- Maintain contact with supervisors by providing technical support as required.']",- Nurture collaboration between the university (students and supervisors) and the industry,- Advise and assist students in the construction of their international research tools (CV and cover letter writing assistance) and in the reflection on their professional project;,- Assign probation supervisors,- Provide professional for oral presentations,"- Monitor career integration issues, labor markets, new professions and opportunities",- Maintain contact with supervisors by providing technical support as required.,,,,
505,Cyber Security Engineer,"['Information Security', 'Network Engineering', 'Fortinet', 'Networking', 'Cybersecurity', 'Linux']",['Skills: Information Security · Network Engineering · Fortinet · Networking'],Skills: Information Security · Network Engineering · Fortinet · Networking,,,,,,,,,
506,Network Security Engineer,"['SIEM/SOAR', 'IDS/IPS', 'Linux', 'Cybersecurity', 'Python', 'Wireshark']",['unknown'],unknown,,,,,,,,,
507,System & IT Infrastructure Engineer,"['Information Technology', 'CentOS', 'Red Hat Linux', 'VMware vSphere', 'Python (Programming Language)', 'Linux System Administration']","['Ensure the implementation of IT infrastructure solutions.', 'Participate in the upgrading of the information system', 'Support our customers at the level of technical support, incidents (reproduction, analysis, diagnosis, circumvention and resolution)', 'Participate in the evolution of the platform architecture', 'Environment: Linux/Unix, Windows and VMWare, IBM storage systems and SAN networks, Sauvegarde (Veeam, TSM...), HMC, AIX, PowerVM, DLPAR, NIM,WPAR, SMIT, VIOS, LVM, SPP']",Ensure the implementation of IT infrastructure solutions.,Participate in the upgrading of the information system,"Support our customers at the level of technical support, incidents (reproduction, analysis, diagnosis, circumvention and resolution)",Participate in the evolution of the platform architecture,"Environment: Linux/Unix, Windows and VMWare, IBM storage systems and SAN networks, Sauvegarde (Veeam, TSM...), HMC, AIX, PowerVM, DLPAR, NIM,WPAR, SMIT, VIOS, LVM, SPP",,,,,
508,Network and Security Engineer,"['Network security', 'Security', 'Linux', 'TCP/IP', 'Networking', 'Network administration']",['unknown'],unknown,,,,,,,,,
509,Network and Security Engineer,"['Open Shortest Path First (OSPF)', 'Security', 'Multiprotocol Label Switching (MPLS)', 'L3VPN', 'BGP', 'Routers']","['IP/MPLS Backbone network L3 support', '• Incident handling of cases reported by the N2 team', '• Make health check and maintenance in operational condition of the Backbone', 'Engineering', '  PROJECTS:', '• Study and implementation of the CGNAT solution on Fortigate Firewall.', '• Study and design of the evolution and extension of the L2 Switching Backbone.', '• Implementation of IP/MPLS solutions (Intranet and Internet) for customers.', '• Implementation of secure IPsec links (site-to-site) or SSL VPN (client-to-site).', '• Drafting of HLD, LLD and reverse engineering documents.', '• Set up new collection gateways with ISPs: EBGP peering session configuration and L2TP tunnel setup.', '• Supervision and monitoring of traffic status on interconnections and planning of preventive/curative actions in case of saturation and load balancing.', '• Study and implementation of APN solutions for partners.   ', '• Implementation of a VDOM solution for clients and implementation of filtering rules (web filtering) and specific security for each client (VPN SSL).', '• Development of scripts in Python.']",IP/MPLS Backbone network L3 support,• Incident handling of cases reported by the N2 team,• Make health check and maintenance in operational condition of the Backbone,Engineering,  PROJECTS:,• Study and implementation of the CGNAT solution on Fortigate Firewall.,• Study and design of the evolution and extension of the L2 Switching Backbone.,• Implementation of IP/MPLS solutions (Intranet and Internet) for customers.,• Implementation of secure IPsec links (site-to-site) or SSL VPN (client-to-site).,"• Drafting of HLD, LLD and reverse engineering documents."
510,Network security engineer,"['Network architecture', 'Virtualization', 'Management', 'Wireless', 'VoIP', '3G']",['unknown'],unknown,,,,,,,,,
511,Automotive Cyber Security Engineer,"['java', 'Cybersecurity', 'Agile Methodologies', 'HTML', 'SQL No', 'Node.js']","['• Carrying out risk and threats analysis in close cooperation with Expleo的s domain and security experts ', '   for our customers.', '• Review of demand design solutions with regard to security requirements.', '• Support and advice for our customers in the secure implementation of security concepts.', '• Development and application of tests and vulnerability analyses to prove the correct implementation of ', '   the security requirements.']",• Carrying out risk and threats analysis in close cooperation with Expleo的s domain and security experts ,   for our customers.,• Review of demand design solutions with regard to security requirements.,• Support and advice for our customers in the secure implementation of security concepts.,• Development and application of tests and vulnerability analyses to prove the correct implementation of ,   the security requirements.,,,,
512,Network Security Engineer,"['firepower', 'Bluecoat Proxies', 'Palo Alto Networks', 'TCP/IP', 'VPN', 'OSPF']",['unknown'],unknown,,,,,,,,,
513,Senior Security Administrator,"['Active Directory', 'VoIP', 'Management', 'Routing', 'Project management', 'Telecommunications']",['unknown'],unknown,,,,,,,,,
514,Network Security Internal,"['Palo Alto Networks', 'Network Design', 'Routing', 'Troubleshooting', 'LAN-WAN', 'Microsoft Office']","['End of studies internship, had the responsibility of completing a project containing the following main functions:', '- Fully functional and modular python flask web interface', '- Management of network nodes', '- Automation of Cisco API for mass configuration of enterprise-scale networks']","End of studies internship, had the responsibility of completing a project containing the following main functions:",- Fully functional and modular python flask web interface,- Management of network nodes,- Automation of Cisco API for mass configuration of enterprise-scale networks,,,,,,
515,IT Manager,"['SQL', 'Fortinet', 'Firewalls', 'Android', 'JavaScript', 'Microsoft Exchange']","['- LAN and WLAN integration (D-Link, Huawei, TP-Link)', '- Analog/IP CCTV technologies (Hikvision, Dahua,D-kink...)', '- Alarm systems and anti-intrusion (Focus)', '- Time expectation management system (ZKteco)', '- Structured cabling (Copper, Optical Fiber)', '- Wireless interconnection (D-link, TP-Link)', '- PBX (D-link)', '- Access Control (ZKteco)']","- LAN and WLAN integration (D-Link, Huawei, TP-Link)","- Analog/IP CCTV technologies (Hikvision, Dahua,D-kink...)",- Alarm systems and anti-intrusion (Focus),- Time expectation management system (ZKteco),"- Structured cabling (Copper, Optical Fiber)","- Wireless interconnection (D-link, TP-Link)",- PBX (D-link),- Access Control (ZKteco),,
516,Junior Network and Security Engineer,"['Intrusion test', 'Vulnerability assessment', 'Firewalls', 'Information security', 'Engineering', 'Team spirit']",['unknown'],unknown,,,,,,,,,
517,Vulnerability Management Analyst,"['Penetration Testing', 'Splunk', 'Cloud Security', 'Computer security', 'Network security', 'Access control']",['unknown'],unknown,,,,,,,,,
518,Network and Security Engineer,"['Firewalls', 'VMware', 'TCP/IP', 'Palo Alto Networks', 'Cisco Technologies', 'Virtualization']",['unknown'],unknown,,,,,,,,,
519,Senior Network Security Consultant,"['Cisco Technologies', 'Switch', 'Routing Protocols', 'CCNA', 'Routing', 'Cisco IOS']",['unknown'],unknown,,,,,,,,,
520,Network Security Engineer,"['Network engineering', 'Firewalls', 'Telecommunications', 'Network architecture', 'Integration', 'Computer security']",['unknown'],unknown,,,,,,,,,
521,Cyber Security Engineer,"['Linux', 'java', 'Service-Oriented Architecture (SOA)', 'Telecommunications', 'Object-oriented programming (POO)', 'Spring Boot']",['unknown'],unknown,,,,,,,,,
522,Security and Network Engineer,"['French', 'Packet Tracer', 'Kali Linux', 'Security of web applications', 'Firewall of web applications', 'Cybersecurity']",['unknown'],unknown,,,,,,,,,
523,Information System Security Engineer,"['Oracle Database', 'Java', 'MySQL', 'HTML', 'PL/SQL', 'Ofbiz']",['unknown'],unknown,,,,,,,,,
524,CRM Operations Engineer,"['Incident Investigation', 'Incident Handling', 'Event Management', 'Web Services API', 'Oracle Database', 'Automation']","['#Mobile Sales Application (MSA) Engineer', '', '#CRM, Integrated Business Solution Back Office engineer ', '', '', '@Zain KSA Project']",#Mobile Sales Application (MSA) Engineer,,"#CRM, Integrated Business Solution Back Office engineer ",,,@Zain KSA Project,,,,
525,Technichal engineering solutions,"['Customer Satisfaction', 'Customer Support', 'Team Spirit', 'Internet Protocol Suite (TCP/IP)', 'Firewalls', 'huawei']","['Team collaboration and customer center.', 'Using problem-solving and communication skills to ensure customer satisfaction.', 'Handling customer claims and efficiently solving them (IP networks related)']",Team collaboration and customer center.,Using problem-solving and communication skills to ensure customer satisfaction.,Handling customer claims and efficiently solving them (IP networks related),,,,,,,
